"ID","TOKEN","SUBMITDATE","STARTLANGUAGE","481147X1X1","481147X1X1OTHER","481147X1X2","481147X1X2OTHER","481147X1X7","481147X1X7OTHER","481147X1X3","481147X1X3COMMENT","481147X1X41","481147X1X42","481147X1X43","481147X1X44","481147X1X45","481147X1X46","481147X1X47","481147X1X48","481147X1X5","481147X1X6"
"416",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1",,,,,,,,,,"sw36np",
"417",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,,,,,,,,,"sw3 6np","all hospitals should be wi-fi enabled not just for leisure use but for all staff to use for normal working practises. this would free staff from the desktop and they could be mobile. this would also allow ""virual PCs"" to be used so any staff could log in anywhere & pick up their PC applications on their tablet/PC/device."
"418",,"16-04-2013 15:45:00","en","2",,"3",,"2",,"1",,,,,,,,,,,
"419",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,"4","3","2","1",,,,,"SW3 6NP",
"420",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,,,,,,,,,"sw3 6np","Wifi would be generally helpful.  If there also was the ability to access EPR via smarphone that would be very useful."
"423",,"16-04-2013 15:46:00","en","2",,"2",,"4",,"1",,,,,,,,,,,
"424",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,"2","3","1","4",,,,,"SW3 6NP",
"425",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,,,,,,,,,"Sw3 6np","if it was available free then this would allow staff to check emails and have better communication where ever they are at work (if not based much in the office). It would improve general day to day care having wi fi free of charge and easily accessible."
"426",,"01-01-1980 00:00:00","en","2",,"1",,"2",,"1",,,,,,,,,,"SW3 6NP",
"427",,"01-01-1980 00:00:00","en","2",,,"Some parts have access not others","4",,"2",,"2","3","1","5","8","7","6","4","SW36NP",
"428",,"16-04-2013 15:46:00","en","2",,"1",,"4",,"1",,"1","4","2","3",,,,,,
"429",,"01-01-1980 00:00:00","en","1",,"2",,"4",,"1",,,,,,,,,,"SW3 6NP",
"430",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1","Access to resource materials and data on the web is a very valuable tool in front line care.","1","3","2","4","8","5","7","6","sw3 6np","Essential to offer this to staff and  especially to patients who will feel less cut off from their lives during their hospital stay."
"432",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,"1","2","3","4","8","7","5","6","ec1v 2pd","Wifi access not available in all parts of the hospital. Would be useful to have access in all parts of the trust - especially when trying to communicate with staff members in clinics where mobile phone reception is very low/non existent."
"433",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1",,"2","4","1","5","3","6","7","8","EC1V 2PD","wifi is currently NOT used for intranet or clinical data at my workplace - access to the intranet/clinical services is via nhs computers only"
"434",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"2",,"1","3",,,,,,,"N1 7NP",
"435",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"2",,"4","1","6","5","7","8","3","2","sw3",
"436",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1","Access to the intranet and not just internet would",,,,,,,,,"SW3 6NP",
"437",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,"1","2","4","3","5","7","6","8","SW3 6NP","There is free wi-fi access in my current workplace but it logs me out every time my phone locks. Logging in again is a long process, so it almost discourages me from using it. In my previous workplace I only logged on once with my personal login details and since then it would log on automatically every time I was at work. That was much more convenient and user friendly."
"438",,"01-01-1980 00:00:00","en","2",,"1",,"1",,"1",,"1","2","4","7","3","5","6","8","SW3",
"439",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1","Access to online resources, including the eBNF. Also allows for online logbook entries which is a requirement of training",,,,,,,,,"B152WB","There IS a wireless network but access is restricted to Trust issued Blackberry devices. This allows those with these devices to access the internet, intranet, trust email and so on. It is also used to provide the signal for the VoIP system that the Blackberrys use. There is virtually no useable mobile network signal in the hospital and so those without the Blackberry devices are essentially incommunicado while at work. This requires them to either leave the workplace to do essential email and phone activity or use Trust phones for personal calls (officially forbidden). Alternatively this must all be done before work (when nobody is in the office to be called) or after work (likewise). Break times are therefore used to try and find the one place on the floor where a signal can be found. As this is a new PFI hospital, it is appalling!"
"440",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"2",,"4","1","3","2","5","8","7","6","ec1v 2pd",
"441",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"4",,,,,,,,,,,
"442",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,"2","3","4","1","5","7","6","8","sw36np",
"443",,"01-01-1980 00:00:00","en","2",,,"WiFi is provided for patients","3",,"1","being able to look things up at the point where I need the information, not having to wait to go back to a computer desktop.",,,,,,,,,"SW3",
"444",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1",,"5","4","2","7","8","1","6","3","KY12 0SU","I think WiFi access would be very helpful for staff and patients in the NHS."
"445",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"2",,,,,,,,,,"SW36NP","I do not have patient care and whilst I know there is Wifi available, it is not known how to get onto the network"
"447",,"01-01-1980 00:00:00","en","2",,"2",,"1",,"4",,"4","2","3","1","8","6","7","5","sw3 6np",
"448",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1",,"1","2","3","4","5","7","8","6","SW3 6NP","WiFi at our trust is supported by our Information Services team.  It is not as quick as the wired access but we have 3 patient computers on the ward and 3 staff computers on the ward which have wired internet access also.  The trust does not currently supply smart phones or tablets so the only problem is it can look unprofessional if all the staff on the ward are using their personal mobiles to access the internet.  The other problem is although the internet is used for good it can also encourage staff to use such things as facebook etc.. whilst working and as staff may have their own internet packages on personal mobiles this would be difficult to control."
"451",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1",,"1","2",,,,,,,"sw36np",
"452",,"01-01-1980 00:00:00","en","1",,"1",,"4",,"4","I work sitting at a PC that has a fast wired connection: WiFi would confer no additional advantage.",,,,,,,,,,
"453",,"01-01-1980 00:00:00","en","2",,"2",,"1",,"4",,"3","4","1","2","5","7","8","6","SW3 6NP",
"454",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1",,,,,,,,,,"sw3 6np",
"455",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1",,"2","3","4","1","7","6","8","5",,
"456",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"4",,"2","1","3","4","8","7","6","5","EC1V",
"457",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1",,"6","7","8","1","4","2","5","3","sw3 6np","we have wifi. it is just really slow."
"458",,"16-04-2013 15:46:00","en","2",,"2",,,,,,,,,,,,,,,
"459",,"01-01-1980 00:00:00","en","2",,,"Limited wifi availability in the canteen only",,"Not available","1",,"2","1","4","3","5","8","7","6","UB8 3NN",
"460",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"4",,"1","2","3","4",,,,,"EC1V 2PD",
"461",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"4",,"2","3","1","4","8","6","7","5","SW3 6NP","none"
"462",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1",,"1","3","2","6","7","5","8","4","sw3","it would be very useful"
"463",,"01-01-1980 00:00:00","en","2",,,"My organisation has a free WiFi network and I have the password/key to use it but the access is erratic, slow, poor with systematic disconnections.","4",,"1","Wifi access is an invaluable tool on my line of work. I end up spending my own phone internet data from my paid for service provider.","7","5","8","1","2","6","3","4","SW3 6NP","From my experience, it does indeed appear that the wifi access is somehow ""hidden"" from staff and visitors. No information at all to acknowledge that the wifi is available. In this time and age of the internet and health information in healthcare settings it is rather odd that the wifi access details are not immediately available to the staff and patients. Even when wifi is established it usually is slow and unstable."
"464",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1",,"1",,,,,,,,"Royal Brompton Hospital",
"466",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,"1","4","2","3","8","6","7","5","ML60JS",
"467",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1","Many times I need to access journal articles or clinical information on the go (in clinics, etc) and it's impractical to come back to my office to do it. Often I have to wait until I get home as even the Ethernet connection and PC at work are too slow.","1","5","7","8","3","2","6","4","SW3 6NP","No."
"469",,"16-04-2013 15:46:00","en","2",,"3",,,,,,,,,,,,,,,
"470",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1",,,,,,,,,,"sw3 6NP","We have WiFi access for staff and patients which is excellent"
"471",,"01-01-1980 00:00:00","en",,"Specialist tertiary care hospital","3",,"4",,"1","Although the reliability of our system is poor and it often goes down.","3","5","7","1","2","4","8","6","SW3 6NP",
"472",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,"4","2","1","3","7","6","5","8","DD1 9SY","wifi would be extremely usefyl. I can't even look things up on 3G as there is absolutely no signal available in the hospital. Wifi for contractors and university only, not NHS"
"473",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1",,"1","7","5","2","6","3","8","4","sw36np",
"474",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1","Although there is WiFi, access is limited to a ""guest"" account with a web-browser log in.  Log in details can not be stored for automatic connection by a smartphone / laptop, so wifi access is in practice substantially limited.  Ready access would speed up data access and improve clinical care.  Staff assume that we have continual access to Trust email via personal devices, but this is not necessarily the case for the above reasons (+ poor mobile reception + limitations with data encryption on personal devices).","1","2","3","4","7","5","6","8","sw3 6np","Although there is WiFi in our trust, access is limited to a ""guest"" account with a web-browser log in.  Log in details can not be stored for automatic connection by a smartphone / laptop, so wifi access is in practice substantially limited.  Ready access would speed up data access and improve clinical care.  Senior colleagues assume that I have continual access to Trust email via personal devices, but this is not necessarily the case for the above reasons (+ poor mobile reception + limitations with data encryption on personal devices)."
"475",,"01-01-1980 00:00:00","en","2",,"1",,,"No WiFi available","1",,,,,,,,,,"ls1 3ex",
"476",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1","As a specialist clinical nurse I work in many different clinical areas throughout the hospital. Available wifi would enable me to check test results for patients at the bedside without the need for queueing up for one of the computer terminals",,,,,,,,,"UB9 6JH",
"479",,"16-04-2013 15:47:00","en","2",,"3",,"2",,,,,,,,,,,,,
"480",,"01-01-1980 00:00:00","en","2",,"2",,,"is not accessible by patients and visitors","1",,"5","2","1",,,,,,"DT2 9TB","There is no reason why patients should not be able to have free wifi access. Current system simply isolates them from rest of the world as in my unit there is no 3g coverage as well so practically smartphones and tablets for both patients and staff are useless whereas trust wifi does not allow access to anyone and anything except trust laptops, which again is hindered by complicated and unreliable IT processes. Passwords are guarded by IT and not available even for staff."
"481",,"01-01-1980 00:00:00","en","1",,"1",,"4",,"1",,"7","6","1","4","3","8","5","2",,
"482",,"16-04-2013 15:23:00","en","2",,"3",,,"No Wifi access","2",,,,,,,,,,,
"483",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1","It allows access to medical journals away from the work computer terminal, which is often taken by something else. It also allows timely communication about patient care.",,,,,,,,,"EC1V 2PD","This is an essential service that both patients and clinicians appreciate."
"484",,"01-01-1980 00:00:00","en","1",,"1",,,"no wifi.","2",,"5","7","6","8","2","1","4","3","co10",
"485",,"01-01-1980 00:00:00","en",,"CSU","2",,,"Not applicable","1",,,,,,,,,,,
"486",,"16-04-2013 15:47:00","en","2",,"3",,"3",,"1",,,,,,,,,,,
"487",,"01-01-1980 00:00:00","en","1",,"1",,,"no wifi","1",,"1","2","3",,,,,,"dy6",
"488",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"2",,,,,,,,,,"EC1 V2PD",
"490",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,"2","4","3","1",,,,,"EC1V 2PD",
"492",,"01-01-1980 00:00:00","en","2",,"6",,"4",,"1",,"1","2","4","3","5","7","6","8","UB9 6JH",
"495",,"01-01-1980 00:00:00","en","2",,"4",,,"Our Wi-Fi is currently for NHS employed staff only","4",,"4","3","1","2","5","8","6","7",,
"496",,"01-01-1980 00:00:00","en","2",,"2",,,"no wifi !","1",,"1","2","4",,,,,,"hu16 5jq",
"497",,"16-04-2013 15:47:00","en","2",,"2",,,,,,,,,,,,,,,
"498",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"4","I do not work directly with patients.","4","2","3","1",,,,,"ub9 6jh","WiFi, is the best tool to help the NHS deliver quality care to patients."
"499",,"16-04-2013 15:47:00","en","2",,"2",,"1",,"1",,"3","5","1","2",,,,,"sw36np",
"500",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1","it would mean that I could access what I needed there and then, and cut down multiple visits, also reduce the amount of hardware (paperwork ) that I some times have to carry.","1","3","2",,,,,,"SW3 6NP",
"501",,"01-01-1980 00:00:00","en","2",,"4",,"1",,"1",,"2","1","3","4",,,,,"sw3",
"502",,"01-01-1980 00:00:00","en","1",,"1",,,"No Wifi at all","2","it would be useful as would allow us to try and work with different devices. the effect of this is not known",,,,,,,,,"W13 8ER",
"505",,"01-01-1980 00:00:00","en","2",,"3",,"2",,"1","The hospital networked computers are very slow and often have to have software downloaded for particular webpages to work. I use the internet to educate the patient and look up rare conditions.","1","2",,,,,,,"EC1V 2PD","WiFi access should be available for staff and patients in the NHS. It facilitates a better patient and staff experience."
"506",,"01-01-1980 00:00:00","en","3",,"2",,"4",,"2",,,,,,,,,,"UB9 6JH","WiFi would be an excellent benefit to both staff and patients as an efficient and speedy way of communicating"
"507",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1","Being able to access the internet on the move for work purposes will be a plus point. Currently if not at my work station i have to return there in order to check something on the internet, or use my personal phone for 3G access. The WiFi signal is so weak that one is unable to actually connect to the internet despite the hospital being WiFi enabled.","2","4","1","3","5","8","7","6","EC1V 2PD",
"508",,"01-01-1980 00:00:00","en","2",,"1",,,"none","1",,"7","8","6","1","3","5","4","2","ub96jh",
"509",,"16-04-2013 15:47:00","en","2",,"2",,"4",,"4",,,,,,,,,,,
"510",,"01-01-1980 00:00:00","en","2",,"2",,,"Not available for patients/visitors","1","I work in IT - would be useful to have access to tickets while out on jobs","2","1","3","4",,,,,"S44 5BL","The staff wifi coverage is inadequate - in some (clinical) parts of the hospital you have to be standing in very specific places to be able to access it."
"511",,"16-04-2013 15:48:00","en","3",,"1",,,"Not available",,,,,,,,,,,,
"512",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1",,,,,,,,,,,
"515",,"01-01-1980 00:00:00","en","1",,"2",,"1",,"1",,"1","2","5","7","8","6","4","3","sw3 2np",
"516",,"01-01-1980 00:00:00","en","1",,"1",,,"no access to wifi","1","I dont need wifi in the work[lace but access in other settings would be useful - nursing/residential homes etc",,,,,,,,,"bd23 1eu",
"517",,"01-01-1980 00:00:00","en","2",,"2",,,"wifi not available to patients and none of the staff i know - perhaps only managers?","1","I would like to think I wouldnt be sat in front of the computer if patients needed something as that is unprofessional. We should be treated as adult professionals not children who cant be torn away from the computer.","1","8","2","5","7","6","3","4",,
"518",,"01-01-1980 00:00:00","en","2",,"4",,"3",,"4",,,,,,,,,,"sw17 0QT","Free wifi for patients would be great as I work in outpatients and patients often have a long wait for their appointment time and if they could use wifi I think there wait would be more enjoyable"
"519",,"01-01-1980 00:00:00","en","1",,"1",,"4",,"1","It would enable people to use mobile/hand held devices . Also it would enable us to use internet sites which are presently blocked on trust computers-e.g mendelay, facebook which sometimes need to be used in a research or patient context.","1","2","4",,,,,,"wc1e 6eb","We have a group of  Teenage Young Adult ambulatory Care Patients -we want to set up an online group so they can access peer support - and a lot of stuff is blocked on our NHS computers so it is not possible for us to use facebook etc. We also need to share research discussion with people otside trust so google docs , mendelay etc impossible"
"520",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1",,,,,,,,,,"SW3 6NP","It is a basic requirement.  Why has it taken so long to discuss / implement this?"
"522",,"16-04-2013 15:48:00","en","2",,"3",,"1",,"1",,,,,,,,,,,
"523",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,"1","3","4","5","2","6","7","8",,"Very useful for Doctors, very good for patients, especially if the waiting time is very long."
"524",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"2",,,,,,,,,,"UB9 6JH","guest WIFI is available, athought reliabilitiy is patchy, non guest WiFi is i used for some patient related activities but not a generally used modality. unable to access patient info through own devices."
"525",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,"2","8","5","3","4","1","6","7","ec1v 2pd","It should no longer be an issue - it is integral to patient care and must be in place everywhere.  I think charging patients should be phased out also"
"527",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1","As 3G signal strength is poor in our department, access to online information resources can be slow or non-existent. Although, when required, I can use other methods to access the information I need (medications, interactions) wifi access would save time and reduce delays, as well as ensuring information is up to date.","7","1","5","3","2","8","4","6","SW3","I am aware that all departments in our organisation have routers installed. Patients, if they wish, can have wifi access after registering. All the infrastructure is in place. As far as I can see, there is no good reason to oppose free wifi access for employees' own devices."
"528",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1","it would certainly increase productivity as people who work also away from their offices would be able to be in touch with incoming e-mails, responding to them more promptly - it would be like ""being in the office but physically away from it, specially whilst seeing patients in a clinical setting, and not in an office.","4","3","2","8","7","1","5","6","sw36hp","I understand that access to patients might be restricted and agree that it should be allowed mostly to in-patients, but I believe there should be a wider/easier access inside the hospital to any staff, i.e., healthcare professionals such as clinical research nurses who are based in an office, however spend 90% of their time in a clinical setting away from their office, therefore unable to view his/her e-mails on time, arrange appointments w/patients, arrange meetings with the MDT, etc."
"529",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"2",,,,,,,,,,"SW3 6NP",
"541",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"2","We have internet on our PCs but it has been threatened to remove it.","5","7","1","4","3","2","8","6","sw3","I think as an international institution, it should be offered as many people are away from home. Many international patients and staff here."
"542",,"01-01-1980 00:00:00","en","1",,"1",,"4",,"1",,,,,,,,,,"mk403db",
"544",,"01-01-1980 00:00:00","en","2",,"3",,"2",,"1",,,,,,,,,,,
"546",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1",,,,,,,,,,"ub9 6jh",
"547",,"01-01-1980 00:00:00","en","2",,"6",,"1",,"1",,"5","7","1","6","4","2","3","8","l14 3pe",
"548",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"2",,"2","7","5","8","3","6","4","1","S5 7au","Wifi is being installed. So far only live in Admin Central. Planned access for clinicians ""some point this year"" Nothing for pts/visitors"
"549",,"01-01-1980 00:00:00","en","2",,"2",,"1",,"1",,"2","3","1","8","5","7","6","4",,"it should be free for both groups. Why is it reserved for patient usage only?"
"550",,"25-05-2013 17:02:00","en","3",,,"Only available at HQ for guest access","1",,"4","All clinic based work has network points available and therefore Internet access. Little if any 'mobile' computer use is required within buildings.",,,,,,,,,,
"551",,"01-01-1980 00:00:00","en","2",,"2",,,"none","1","having available access to internet connection means you don't have to rely on desktop computers and so you can readily access the net anytime if you need to search for anything that relates to your job in the health care setting.","1","3","4","2","5","7","8","6",,"none"
"552",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"4",,,,,,,,,,,
"553",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"2",,,,,,,,,,"EC1V 2PD",
"554",,"01-01-1980 00:00:00","en","2",,"1",,,"there is no WiFi for patients","2",,"1","2","3","8","4","5","6","7","dy1 2hq",
"555",,"01-01-1980 00:00:00","en","2",,"3",,,"Wifi available for visitors with registration","1","It does",,,,,,,,,,
"557",,"01-01-1980 00:00:00","en","2",,"4",,"3",,"1",,,,,,,,,,"le1 5ww",
"558",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,"8","5","6",,,,,,"M6 8HD",
"559",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1",,,,,,,,,,"G51 4TF","We have the very dreadful PWiFiIt's thereNobody can access it because nobody knows the password But it screws up 3G access by phone!WiFi for access to BNF etc should be standard for all NHS premises"
"560",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1",,"1","2","6","3","7","5",,,"EC1V 2PD","I am a scientist and researcher in the NHS. Access to wifi is crucial for my work in research to access scientific journals and internet resources.Hospitals can be very isolating for patients. Being able to use skype for example to contact their families would help patients feel less lonely."
"561",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,,,,,,,,,"ub96jh","wifi is available but not in every part of the theatre complex so it's essentially useless for entire working days in those areas."
"562",,"25-05-2013 17:03:00","en","2",,,"My organisation has WiFi but I believe its use is restricted to patients and visitors","1",,,,,,,,,,,,,
"564",,"01-01-1980 00:00:00","en","2",,"2",,,"No patient access","4","It should not have any affect but should increase efficiency and effort.  People are limited to their ability to access PCs anyway not enough on the Ward areas.  But it may enable patients access and those staff from overseas the opportunity to keep in closer contact with family.","1","3","4","2","8",,,,"HU3 2JZ","According to our IT Department we have access to WiFi but this is not true.  Have requested permission to but outside WiFi in and again this has been refused."
"565",,"01-01-1980 00:00:00","en","2",,"1",,,"No wifi provision","1","Our patients (children) and families expect to use their technology and the Internet to get information. They expect to have free wifi.",,,,,,,,,"WC1N 3JH",
"567",,"01-01-1980 00:00:00","en","2",,"3",,"2",,"1","It would improve my ability to check definitions and referral guidelines.",,,,,,,,,"UB9 6JH","The wi-fi is essentail in the modern world for patients. Ony guest wi-fi is available to staff here, thus no medical records would be made available on it. There is a hospital wi-fi but it is not generally available to staff."
"568",,"01-01-1980 00:00:00","en","2",,,"The Education Centre has a BT wifi network which is free for all users; the hospital is wifi in parts but I don;t know how to access it","4",,"2","I don't provide direct patient care but believe unrestricted access to the internet and social media should be viewed no differently than access to an e-mail account or a phone","1",,,,,,,,,"As mentioned before I believe there should be no restrictions other than in areas such as ICU where proximity to equipment is an issue.  Accessing the internet and apps via a mobile device is a way of life now and the sooner the NHS wakes up to this, the better it will be for patients and staff."
"569",,"01-01-1980 00:00:00","en","2",,"2",,"2",,"1","A mandatory requirement of my training is to complete online workplace based assessments which are supposed to be done in real time with the consultant. Although I have an ipad which would allow me to do this I am not allowed access to the hospital wifi. I work in theatres, there are not spare computer terminals available.","1","2","4","3","7","5","6","8","sw3 6np","wi fi access would be really helpful. For patient sensitive data would need a lot of IT support to make sure doctors were using appropriately."
"570",,"01-01-1980 00:00:00","en","2",,"1",,"4",,"1",,"1","2","3","4",,,,,"BN1",
"571",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1",,,,,,,,,,"L8 7SS","It would be beneficial to both staff and patients if wifi access was easier to access."
"572",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1","Faster, better, more reliable access to information. However easier access may also allow more distraction.",,,,,,,,,,"It's a good idea if it works. Makes sense to have restrictions on what can be accessed, but these have to be sensible - eg disallowing access to Wikipedia is pointless"
"575",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1","I am not in a patient facing role but think it would have beneifts","1","2","4","5","6","3","7","8","EC1V 2PD","wifi access is not readily known to staff or patients, access is patchy across the trust - may be when someone enters trust that an alert/prompt comes up?"
"576",,"01-01-1980 00:00:00","en","2",,,"I currently connect to a free wifi pilot study with password","4",,"1",,"3","2","4","1","7","6","5","8","NR4 7UY",
"577",,"01-01-1980 00:00:00","en","2",,"4",,"3",,"2",,"4","7","6","3","1","8","5","2","SW3 6NP","Wifi should be available free of charge, even if the bandwidth is limited (eg. no video streaming!). Access is even more valuable for patients, making them feel less trapped, and should not be used as a way to fund the Trust (like ridiculously expensive TV rentals)."
"578",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"1",,"1","3","2","4","6","8","7","5","sw3 6np","WIFI access important for own devices - I am less certain about need for accessing clinical systems."
"579",,"01-01-1980 00:00:00","en","2",,"1",,,"No Wifi access","1",,"1","2","4","3",,,,,"N18 1QX",
"580",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"2","Currently as an HCA it would have no effect; however as a doctor (training starting in September) having access to online resources immediately would be invaluable.","7","6","5","8","1","2","3","4","UB9 6JH","Currently the Wi-Fi provided for staff and patients is the same network; hard to access, tempermental and has no link to the hospital system, just simple internet access."
"582",,"01-01-1980 00:00:00","en","2",,"5",,"4",,"2",,"2","1","8","7","6","5","3","4",,
"583",,"01-01-1980 00:00:00","en","2",,"1",,,"None","1",,"2","3","4","7","1",,,,"HA1 3UJ",
"584",,"01-01-1980 00:00:00","en","2",,"6",,,"Not available to patients and visitors","1",,,,,,,,,,"BR6 8ND","We have WiFi installed only in the Education Centre at our hospital site, which means that staff can only access it when they are actually in  the Eduation Centre building.  There is not WiFi access in any other part of the site."
"585",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1",,"2","1","5","6","7","3","8","4","EC1v2PD",
"586",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"4","I currently hace access to the internet via a terminal.  the wifi is great as I can check my personal email on my smart phone during my breaks. especially as I dont have 3g signal due to being in a basement.","2","1","3","4","6","5","8","7","EC1V 2PD","widley used by staff, only patients who are technology away and look for wifi come and ask if they can use it and for the password"
"587",,"01-01-1980 00:00:00","en","1",,"1",,,"no WiFi","1","At present access to the Internet is only available by wired NHS from desktop which is often extremely slow, frustrating given that we have super fast broadband running in the street outside. WiFi would enable me to use my iPad anywhere in the surgery to access medical information","4","1","5","3","7","6","8",,"TQ12 3HN",
"588",,"25-05-2013 17:03:00","en","2",,"3",,"2",,"1",,,,,,,,,,,
"589",,"01-01-1980 00:00:00","en","2",,"1",,,"None","1",,,,,,,,,,"UB1 3UJ",
"590",,"01-01-1980 00:00:00","en","2",,"3",,"4",,"1","access to medical software- databases, PubMed, research articles, guidelines, etc, would be incredibly helpful.","5","1","7","8","3","4","2","6","sw6","The guest wifi (the only one accessible to staff on their personal computers or handheld devices) is exceedingly slow, and requires re-authentification every time it is accessed. It would be very helpful to have a password-protected account that, once accessed from one device, will recognize that device and log in automatically."
"592",,"01-01-1980 00:00:00","en","2",,"6",,"2",,"1","It would facilitate lookups and literature searches from my laptop, on which I use Word and EndNote to write papers.","2","5","1","3","4",,,,,"Very useful. Don't leave home without it."
"593",,"01-01-1980 00:00:00","en",,"CCG","3",,"4",,"2",,"1","2","4","3","6","7","5","8",,
"596",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"4",,"1","2","3",,,,,,"UB9 6JH","I think WiFi should be accessible"
"598",,"01-01-1980 00:00:00","en","2",,"3",,"2",,"1",,"5","8","6","4","3","1","7","2","ec1v 2pd",
"599",,"25-05-2013 17:04:00","en","2",,"2",,"2",,,,,,,,,,,,,
"601",,"01-01-1980 00:00:00","en","2",,"2",,"4",,"1","Access to guidelines / papers in theatre with ease","2","4","7","5","1","6","8","3","Nw1","Should be freely available as the great tool for work that it is!"
"602",,"01-01-1980 00:00:00","en","2",,"5",,,"None available","1",,,,,,,,,,"SA2",
"603",,"01-01-1980 00:00:00","en","3",,"1",,"4",,"2",,"2","4","1",,,,,,"CM16 6TN",
"604",,"01-01-1980 00:00:00","en","1",,"2",,,"no patient/visitor WiFi","1",,"1","3","6","4","8","7","5","2","le7 2eq","we have just had a wireless network installed but the local NHS service which provided it will only let you access it with computers/tablets which have been purchased from them!"
"605",,"01-01-1980 00:00:00","en","2",,,"wifi but trust encrypted hardware only","4",,"1","access reports at any site in hosp. but would require encrypted trust hardware.","5","7","2","1","3","4","8","6","ts4 3bw",
"606",,"01-01-1980 00:00:00","en",,,"3",,,,"4",,"4","3","2",,,,,,"LS1",
"607",,"01-01-1980 00:00:00","en","2",,"3",,"1",,"2",,"1","3","7","6","4","2","5","8","UB96JH",
"608",,"01-01-1980 00:00:00","en","2",,"3",,"2",,"1",,,,,,,,,,"SW3 6NP",
"609",,"25-05-2013 17:04:00","en","2",,,"It has been standard for a long time for NHS staff to have Internet. All trusts devices have it, both wireless and non wireless. Staff MUST not be given wireless keys!",,"Case by case ad hoc passwords set up based on need","2","I don't treat patients, but it should not be about the wifi, it should be about the right software, available where its needed",,,,,,,,,,
